CR3YGBA15O,288.36999999999995,1
C0FVNHTA0Y,301.1500000000001,1
CPTJNAHDEE,304.40999999999997,1
CZ8DQCR5S1,317.74999999999994,1
C70IOOC40J,327.33,1
CQCAP2YLPT,389.1300000000002,1
CKZZS91H1W,394.0400000000003,1
CL414JQR23,459.6800000000001,1
CW6UFH41D2,464.10000000000025,1
C0KBONKK6K,483.7299999999999,1
CAPK383402,492.5999999999999,1
CJLF1MHC00,510.40000000000015,1
CSE8Y29ZHH,561.47,1
C958NUAA2X,586.7299999999997,1
CUJEKW2LFI,638.1200000000001,1
COHC6HZHUR,692.13,1
C9F20BVLLF,706.3200000000002,1
C2EBMQB7X4,711.2500000000005,1
COCQBYYGDK,727.6500000000003,1
CM32J23U34,740.5699999999996,1
CU007M7RLX,747.6499999999999,1
C67H5YTZXR,777.6300000000002,1
CEYZC6BKMV,787.16,1
COT4UNHPFX,796.2399999999996,1
CFHBCDJZFM,802.5200000000003,1
CQVEHBM8WY,831.8999999999996,1
CD1KELRPSF,836.4700000000004,1
C6O7W31Z2O,844.4100000000003,1
C72SBW35I2,851.8700000000002,1
CFL7KNH3FL,861.3499999999998,1
C8JEE007TT,861.8300000000004,1
CQGP224218,866.0100000000006,1
C8ZR16DA3Q,871.1999999999998,1
CWECVUVV47,876.7300000000002,1
CELZN8P6BE,905.5899999999995,1
CS7YI9PI6D,922.2599999999995,1
CKRKJHWF4Z,932.0500000000006,1
C734BQ7KLX,958.0600000000002,1
C9PDPZFNA8,972.32,1
C8HGWEMJFR,985.0699999999998,1
CVPBA81JC3,985.7699999999998,1
CTLIA51X04,989.7500000000001,1
CRP2RX2TJO,995.8499999999997,1
CHDMDP4TSA,1013.6899999999998,1
C7DWKLK011,1020.52,1
CD1XODGDB0,1054.67,1
CUEI477OXP,1055.3300000000002,1
CY08IM83QA,1060.5099999999995,1
C1TD3JEI6J,1083.7099999999994,1
COAQPZRA4G,1084.3,1
CWL6SHIDGN,1095.76,1
CIEOVV17JB,1110.1899999999998,1
CAYZ5H33IY,1115.21,1
CRAW6M4ZQ7,1121.380000000001,1
C09L77QS85,1137.5400000000004,1
CMO4CSS9CD,1148.460000000001,1
CV0TACEM5C,1153.1399999999992,1
CZJNUPESZ7,1158.2100000000003,1
C143PIWS4I,1172.5199999999995,1
C4PNFLBTUS,1173.54,1
C2JJM56GBO,1187.61,1
C7PEUUBRNP,1193.5800000000004,1
C0FQDTJITV,1204.2399999999996,1
CPMQNK7H6F,1210.5600000000004,1
CQ9QSJCIZU,1216.6700000000003,1
CG7TGO43P0,1218.6500000000005,1
CWOAAM4A33,1219.8899999999996,1
COU1OIBC54,1221.5900000000008,1
CJ7XMC8PK3,1225.3400000000001,1
C9SC4II7DX,1225.7100000000007,1
CSFR9N19XR,1232.1199999999992,1
CBCW4971YA,1233.210000000002,1
C45ISQ7JIY,1234.019999999999,1
CTQ5PKR9TU,1243.0799999999988,1
CNCN8IG2JC,1243.3400000000001,1
CTK51LUTPR,1247.8999999999987,1
C5R3XOXVII,1252.630000000001,1
CYH0JCKKRM,1262.8500000000004,1
CDCK1KGOS9,1265.0599999999993,1
CEP88QS13Z,1265.5200000000007,1
CJMWMIFR5I,1275.6000000000004,1
CKZLJ456KX,1280.5299999999988,1
CJP2FJW1HB,1287.549999999999,1
C5D4D588LE,1290.4599999999998,1
C31VF0073H,1291.4199999999998,1
CL0ZXRJIQU,1293.5999999999997,1
CU4RKNKBVV,1294.0000000000002,1
C0AVAZCYF9,1297.0300000000007,1
CDE8V37T1S,1306.1700000000017,1
C1UOIGTUI1,1312.1800000000005,1
CJAO26YXOC,1313.88,1
CQH61UE2VK,1315.52,1
CG8R7UPKK2,1317.1200000000006,1
CLX07ARTCF,1319.109999999998,1
C80W8XN31Y,1330.389999999998,1
CA48Y4XF5J,1331.5799999999995,1
CQ7BR25L15,1343.9200000000012,1
CTGZDKB6E0,1344.8099999999993,1
CD4A3C2T2L,1349.09,1
CFFHZE6MYM,1359.849999999998,1
COHA2EVT9S,1360.6199999999985,1
CLQ4RU1E4S,1369.9399999999991,1
C2YNA9Q9TN,1376.6599999999987,1
CW7LLAJNYQ,1377.870000000001,1
CSSD1WLJPY,1394.91,1
CLJFK7OPJW,1395.81,1
CT4MXM2LA9,1410.2199999999996,1
C5PMACE50G,1410.620000000003,1
CZZ6J83MN2,1424.6000000000006,1
C7DYQ6LT8S,1425.8099999999986,1
C6XKS1Y7QN,1427.2199999999996,1
CPV8XWHRBD,1436.4099999999992,1
C4V4AS4IC0,1443.3100000000004,1
CINM5U035V,1450.3100000000015,1
CCL07UQ93B,1458.8600000000006,1
